CustomerNo,TransactionNo,ProductCount
12739,565218,485
12740,570030,342
12742,574742,4
12743,561658,205
12743,561661,114
12744,542102,1091
12744,548968,1384
12744,560360,2160
12744,571239,599
12747,537215,108
12747,538537,105
12747,541677,88
12747,545321,146
12747,551992,116
12747,554549,145
12747,558265,92
12747,563949,62
12747,569397,208
12747,577104,83
12747,581163,122
12748,536521,1
12748,536641,1
12748,537136,152
12748,537140,52
12748,537142,16
12748,537155,66
12748,537213,7
12748,537225,315
12748,537354,85
12748,537429,119
12748,537624,171
12748,537800,63
12748,537804,92
12748,537871,123
12748,538000,17
12748,538049,8
12748,538050,2
12748,538205,271
12748,538207,260
12748,538209,104
12748,538280,418
12748,538283,7
12748,538288,2
12748,538667,2
12748,538669,1
12748,538836,111
12748,539085,120
12748,539181,84
12748,539216,3
12748,539334,10
12748,539455,87
12748,539748,6
12748,539754,20
12748,539921,5
12748,539953,5
12748,539987,1
12748,540251,1
12748,540257,75
12748,541248,7
12748,541432,49
12748,544315,19
12748,544686,4
12748,544819,28
12748,545062,102
12748,545159,17
12748,545979,116
12748,546366,75
12748,546380,6
12748,546381,9
12748,546412,11
12748,546991,224
12748,547227,210
12748,547669,126
12748,547809,168
12748,547816,9
12748,547818,33
12748,547819,42
12748,548656,6
12748,548657,2
12748,549523,7
12748,550320,348
12748,551424,1
12748,551530,1
12748,552036,81
12748,552189,24
12748,552242,15
12748,552243,19
12748,552244,17
12748,552245,14
12748,552246,9
12748,552247,14
12748,552248,3
12748,552249,18
12748,552250,2
12748,552251,14
12748,552304,138
12748,552307,20
12748,552693,36
12748,552829,200
12748,552861,8
12748,552959,480
12748,553015,18
12748,553016,2
12748,554924,3
12748,554947,97
12748,555091,92
12748,555620,20
12748,555854,68
12748,555875,3
12748,556067,150
12748,556068,48
12748,556456,1
12748,556910,859
12748,556922,5
12748,557250,26
12748,557524,16
12748,557635,157
12748,557783,4
12748,557800,1
12748,557953,40
12748,558330,224
12748,558527,1
12748,558702,83
12748,558705,34
12748,558707,121
12748,558708,6
12748,558770,60
12748,559508,30
12748,559688,4
12748,560089,32
12748,560412,132
12748,560863,72
12748,561629,12
12748,561802,152
12748,561895,1
12748,562199,91
12748,562426,6
12748,562552,6
12748,562590,72
12748,562591,48
12748,563576,46
12748,564336,71
12748,564534,47
12748,564540,11
12748,564555,19
12748,564556,18
12748,564815,32
12748,565251,27
12748,565399,8
12748,565782,176
12748,565860,24
12748,566190,328
12748,566281,1450
12748,566861,70
12748,567157,216
12748,568374,40
12748,568703,1633
12748,569100,192
12748,569123,327
12748,569635,493
12748,569837,13
12748,569865,26
12748,569906,2
12748,570119,2
12748,570214,449
12748,570445,13
12748,571779,261
12748,572308,38
12748,572310,8
12748,572663,42
12748,572833,15
12748,572834,33
12748,572881,1502
12748,572889,157
12748,573890,8
12748,574025,904
12748,574470,250
12748,574531,71
12748,574738,139
12748,574840,168
12748,574866,289
12748,575117,187
12748,575652,43
12748,575694,129
12748,575837,336
12748,575894,787
12748,576623,1082
12748,576857,142
12748,576864,181
12748,576865,45
12748,576889,149
12748,577057,528
12748,577177,2
12748,578021,9
12748,578147,136
12748,578153,191
12748,578155,73
12748,578211,343
12748,578264,99
12748,578266,66
12748,578267,3
12748,578268,1
12748,578278,437
12748,578285,31
12748,578288,7
12748,578308,27
12748,578400,110
12748,578461,43
12748,578630,120
12748,578757,254
12748,578783,380
12748,578814,207
12748,579188,290
12748,579430,132
12748,579453,90
12748,579517,16
12748,579518,46
12748,579520,68
12748,580048,99
12748,580149,1
12748,580460,44
12748,580468,84
12748,580611,283
12748,581449,22
12748,581473,55
12748,581474,24
12748,581580,82
12748,C537143,1
12748,C539195,5
12748,C546997,224
12748,C552190,24
12748,C562185,3
12748,C562188,100
12748,C562594,72
12748,C566280,4
12748,C576831,1082
12748,C579519,12
12748,C579521,8
12749,552694,262
12749,561926,812
12749,561928,6
12749,577009,163
12749,580750,227
12749,C554330,14
12749,C562952,33
12749,C563596,2
12750,562130,137
12752,567306,2262
12753,538397,2409
12753,543518,2962
12753,545448,6
12753,548993,1626
12753,561388,2208
12753,576923,2210
12753,C540392,45
12753,C545446,17
12753,C551015,33
12753,C564138,27
12753,C580832,49
12754,543179,37
12754,545845,12
12754,550344,6432
12755,537899,1488
12755,545645,3
12755,C548731,624
12756,566623,144
12757,553017,311
12757,555862,146
12757,560694,457
12757,564757,352
12757,566757,456
12757,569866,1043
12757,569870,78
12757,571901,5
12757,575743,166
12757,576257,30
12757,578463,158
12757,C562144,12
12758,545937,1109
12758,563241,1026
12759,546027,275
12759,557525,350
12759,571697,269
12760,564760,349
12761,570761,14
12762,543762,3
12762,576269,193
12762,580153,1027
12763,537218,196
12763,546763,37
12763,561063,120
12764,542276,386
12766,537818,418
12766,540546,408
12766,544495,448
12766,549953,581
12766,559907,625
12766,570964,884
12766,580734,263
12769,550201,353
12770,553045,743
12772,570499,551
12775,542894,111
12775,547365,169
12775,554038,126
12775,555407,328
12775,578082,136
12775,C543109,24
12777,558777,827
12777,577777,4
12778,542720,116
12778,546433,151
12778,547825,103
12778,556235,84
12778,570191,211
12778,577474,152
12779,536971,140
12779,541267,288
12779,543214,98
12779,546642,162
12779,548909,432
12779,554651,261
12779,555422,4
12779,560779,127
12779,573999,639
12779,577779,288
12779,578097,324
12779,579757,24
12779,C547187,9
12779,C555244,7
12779,C555421,4
12779,C577395,8
12781,545072,346
12781,570026,324
12781,C548667,39
12781,C577151,39
12782,539353,190
12782,542147,233
12782,548470,172
12782,559862,350
12782,580545,127
12782,C540142,16
12783,568208,174
12783,571188,211
12783,574844,88
12783,581182,138
12784,578488,298
12785,538311,129
12785,C581128,3
12787,555003,64
12787,566173,144
12787,579528,50
12788,578788,4
12789,569665,3
12790,555106,164
12791,536403,96
12792,547897,215
12793,536990,64
12793,540519,228
12794,565295,227
12794,571477,365
12795,577618,64
12796,559796,400
12797,537915,117
12797,C538882,36
12797,C538889,3
12798,557670,2256
12798,572869,960
12798,579498,2040
12802,555589,312
12802,C556117,12
12803,556803,459
12808,537246,52
12808,556024,55
12808,574099,80
12809,556829,217
12809,558809,67
12809,C558061,1
12810,556810,1
12811,545191,103
12811,547444,124
12812,572763,164
12814,564819,48
12815,554654,233
12815,560119,132
12816,557027,75
12816,565583,47
12817,545570,52
12817,564817,474
12818,547493,920
12818,C556793,6
12820,541283,146
12820,561820,370
12820,568236,217
12820,572873,244
12820,580973,115
12821,552479,70
12822,566580,424
12822,569024,126
12822,C566748,2
12823,544155,40
12823,544807,30
12823,548245,60
12823,562434,30
12823,568214,70
12824,556824,36
12824,570646,232
12826,538107,80
12826,541574,266
12826,542347,267
12826,556681,108
12826,568805,132
12826,575682,140
12826,581022,62
12826,C558029,4
12827,572907,117
12827,574833,33
12827,580438,47
12828,562025,84
12828,563743,48
12828,565212,25
12828,569577,152
12828,580163,118
12828,581005,67
12829,538870,125
12829,540420,251
12829,576829,33
12829,C541787,1
12830,547830,306
12830,557571,2668
12830,559096,1036
12830,561671,2064
12830,561672,576
12830,566207,2352
12830,574012,1152
12831,547366,135
12832,545832,2
12832,565327,132
12832,574881,63
12833,560264,156
12834,545346,110
12836,542806,260
12836,551855,443
12836,561204,155
12836,570677,206
12837,557317,24
12837,558837,92
12838,536415,228
12838,574670,131
12839,537648,271
12839,539459,167
12839,544937,212
12839,554658,286
12839,556229,178
12839,559028,234
12839,561806,219
12839,563619,218
12839,566035,286
12839,568882,205
12839,573078,242
12839,576381,380
12839,579131,422
12839,581122,487
12839,C545825,2
12840,551269,493
12840,552453,370
12840,556304,296
12840,560448,352
12840,C551861,2
12840,C552022,4
12841,536859,186
12841,537128,135
12841,540348,93
12841,541571,133
12841,542631,50
12841,543647,66
12841,544109,90
12841,544941,120
12841,545874,70
12841,547862,121
12841,550138,124
12841,551528,47
12841,556477,86
12841,558763,160
12841,560261,138
12841,562162,69
12841,564439,132
12841,565841,425
12841,566251,180
12841,569641,119
12841,571849,192
12841,573001,120
12841,577089,73
12841,578791,102
12841,580600,147
12841,580601,4
12841,C569636,74
12842,543197,157
12842,569147,390
12843,547077,52
12843,551623,99
12843,552554,152
12843,555691,195
12843,556906,166
12843,558070,24
12843,558756,92
12843,562843,435
12843,569634,1
12843,C556896,28
12844,561967,77
12844,575628,48
12845,544662,21
12845,546462,144
12845,546724,4
12845,546853,35
12845,578845,1
12847,577034,909
12849,546742,496
12849,575085,109
12851,565426,109
12852,544338,149
12852,C544665,4
12853,542431,138
12853,550124,114
12853,550126,74
12853,561595,436
12853,561597,32
12853,561599,6
12853,C542740,5
12853,C552334,1
12853,C564299,12
12854,542105,162
12854,549844,260
12854,567805,205
12854,C542078,2
12854,C549822,3
12855,536608,30
12856,570116,180
12856,571212,308
12856,573544,187
12856,575766,133
12856,577690,145
12856,580162,126
12856,C572864,1
12856,C575749,2
12857,543597,274
12857,553053,69
12858,537858,15
12863,569863,1
12863,571685,188
12863,C554523,2
12864,561049,216
12865,562602,550
12865,576019,375
12865,C538971,48
12866,545314,167
12867,538890,377
12867,542867,78
12867,543978,475
12867,547223,563
12867,552469,594
12867,558237,592
12867,565434,773
12867,576062,924
12867,C538874,5
12867,C565428,9
12867,C575980,9
12868,536523,112
12868,540981,168
12868,542389,119
12868,546683,147
12868,551994,276
12868,555743,106
12870,C537824,2
12871,553350,80
12871,567144,120
12872,538086,203
12872,541268,116
12873,545431,128
12875,538420,1728
12875,560582,291
12876,536876,1640
12876,546876,2
12876,554938,647
12876,571030,1283
12877,539213,170
12877,541181,36
12877,544923,16
12877,547879,60
12877,548634,34
12877,551895,28
12877,554135,44
12877,556914,177
12877,562567,140
12877,567826,117
12877,576560,218
12877,580760,138
12878,547002,212
12878,550327,335
12878,555878,1
12878,C577750,11
12879,566170,58
12879,567324,144
12879,572852,168
12879,C567885,7
12881,538881,79
12881,546088,21
12882,574631,106
12882,579837,140
12883,566288,68
12883,576382,9
12883,576383,65
12883,576384,54
12884,546884,371
12884,566398,43
12885,562607,346
12885,570129,293
12885,570130,16
12885,C562992,1
12886,551775,416
12886,569248,354
12886,C552709,9
12888,548177,52
12888,552492,24
12888,C548647,3
12888,C551646,5
12890,576626,259
12891,544446,100
12891,551595,600
12891,555834,250
12892,552892,3
12893,575303,96
12895,545895,552
12895,566616,142
12895,573281,68
12895,C567956,6
12896,558896,13
12897,543693,64
12897,553839,46
12900,575900,7
12901,546443,480
12901,547583,444
12901,547706,1108
12901,549022,12
12901,550608,462
12901,550797,88
12901,551162,1336
12901,552837,72
12901,552840,116
12901,554272,3863
12901,554277,120
12901,556047,90
12901,556684,12
12901,557212,576
12901,557760,598
12901,558418,208
12901,560581,1074
12901,561713,473
12901,564132,1288
12901,567309,1788
12901,571259,360
12901,571261,360
12901,573008,4936
12901,573982,360
12901,576827,720
12901,579450,774
12901,579454,157
12901,579936,1200
12901,C552568,960
12901,C554793,96
12901,C557941,324
12901,C558722,12
12901,C565023,24
12901,C571262,360
12902,547051,66
12904,557469,165
12904,577751,137
12906,567882,956
12906,567883,207
12906,579014,364
12906,579015,24
12906,579016,198
12907,556907,3
12908,542694,600
12908,557092,600
12908,C542693,600
12909,543909,336
12909,548486,167
12909,548490,431
12909,554084,188
12909,566563,250
12909,573531,244
12909,C554847,4
12909,C555262,3
12909,C567946,3
12910,549742,502
12910,554705,126
12910,554706,26
12910,561636,176
12910,567823,456
12910,569836,220
12910,576824,150
12910,576826,36
12912,573334,126
12912,576636,72
12912,578820,152
12912,580053,232
12912,581007,88
12913,537433,146
12913,543748,112
12913,545348,87
12913,578362,550
12913,580630,522
12914,559914,129
12915,536707,41
12915,559982,52
12916,541838,325
12916,547839,280
12916,554066,251
12916,561024,263
12916,C547838,8
12917,562270,60
12919,557797,108
12919,559823,32
12919,563251,63
12919,574963,178
12919,578128,156
12919,580070,136
12919,C558129,2
12919,C566965,3
12920,536920,58
12920,578057,129
12921,536561,140
12921,537683,240
12921,540149,344
12921,543759,252
12921,545022,229
12921,545023,552
12921,545154,206
12921,547066,429
12921,547067,324
12921,552185,292
12921,552186,326
12921,552715,146
12921,552716,6
12921,556021,317
12921,556022,40
12921,558879,204
12921,558880,8
12921,559144,161
12921,559146,244
12921,561794,340
12921,561817,170
12921,561906,471
12921,565317,288
12921,565318,322
12921,566721,203
12921,566774,116
12921,567145,354
12921,572451,470
12921,572452,262
12921,572453,55
12921,575198,19
12921,575199,439
12921,575200,6
12921,577741,201
12921,578485,516
12921,579843,640
12921,579846,194
12921,C543918,5
12921,C545843,2
12921,C546511,1
12921,C547802,5
12921,C547848,1
12921,C548352,1
12921,C548355,31
12921,C553020,2
12921,C554691,1
12921,C560558,2
12921,C562139,7
12921,C573099,2
12921,C580751,12
12922,558738,370
12923,569901,68
12924,541242,17
12924,546035,75
12924,554655,192
12924,555924,339
12924,559924,3
12924,566421,196
12924,C546783,1
12925,568230,258
12925,580599,282
12927,555927,72
12928,539043,250
12928,549749,236
12928,560107,204
12928,565928,490
12928,572563,216
12928,574533,566
12929,542865,37
12929,571929,3
12929,C562798,1
12930,557616,108
12930,567886,144
12930,C560390,1
12930,C560391,1
12931,539332,200
12931,539460,20
12931,543994,1280
12931,546560,50
12931,550122,1176
12931,553928,472
12931,553929,72
12931,562439,11848
12931,562440,48
12931,563074,6098
12931,564814,120
12931,569334,1514
12931,571931,570
12931,575335,3684
12931,577021,906
12931,577289,516
12931,C564940,2518
12931,C565044,1161
12931,C575341,564
12931,C575921,184
12933,545276,65
12933,557639,313
12933,576614,121
12933,C545277,1
12934,575934,4
12935,541972,325
12935,554009,303
12935,559903,318
12935,564034,322
12935,575937,255
12935,581195,6
12935,581196,324
12935,C554692,1
12936,562936,41
12936,567859,434
12936,577166,40
12936,578096,32
12936,578098,53
12936,C578077,20
12937,546857,192
12937,554822,76
